file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R
events-ee-H.hepmc3.gz,64.97,16,33.7,FastJet,AntiKt,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,90.5,FastJet,AntiKt,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,157.45,FastJet,AntiKt,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,217.25,FastJet,AntiKt,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,270.55,FastJet,AntiKt,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,270.61,FastJet,AntiKt,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,412.53,FastJet,AntiKt,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,606.07,FastJet,AntiKt,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,843.41,FastJet,AntiKt,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1192.99,FastJet,AntiKt,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1323.26,FastJet,AntiKt,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1653.91,FastJet,AntiKt,N2Plain,1.0
events-ee-Z.hepmc3.gz,43.05,16,21.06,FastJet,Kt,N2Tiled,1.5
events-ee-H.hepmc3.gz,64.97,16,33.94,FastJet,Kt,N2Tiled,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,64.82,FastJet,Kt,N2Tiled,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,99.28,FastJet,Kt,N2Tiled,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,123.24,FastJet,Kt,N2Tiled,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,158.79,FastJet,Kt,N2Tiled,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,158.87,FastJet,Kt,N2Tiled,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,210.61,FastJet,Kt,N2Tiled,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,293.24,FastJet,Kt,N2Tiled,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,382.22,FastJet,Kt,N2Tiled,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,507.24,FastJet,Kt,N2Tiled,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,577.67,FastJet,Kt,N2Tiled,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,689.31,FastJet,Kt,N2Tiled,1.5
events-ee-Z.hepmc3.gz,43.05,16,19.94,FastJet,Kt,N2Plain,1.0
events-ee-H.hepmc3.gz,64.97,16,35.43,FastJet,Kt,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,97.85,FastJet,Kt,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,174.42,FastJet,Kt,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,243.7,FastJet,Kt,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,312.47,FastJet,Kt,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,312.44,FastJet,Kt,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,481.2,FastJet,Kt,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,721.45,FastJet,Kt,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1011.04,FastJet,Kt,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1440.2,FastJet,Kt,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1616.1,FastJet,Kt,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2031.51,FastJet,Kt,N2Plain,1.0
events-ee-Z.hepmc3.gz,43.05,16,23.86,FastJet,AntiKt,N2Plain,0.4
events-ee-H.hepmc3.gz,64.97,16,39.82,FastJet,AntiKt,N2Plain,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,271.37,FastJet,AntiKt,N2Plain,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,509.35,FastJet,AntiKt,N2Plain,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,707.21,FastJet,AntiKt,N2Plain,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,842.5,FastJet,AntiKt,N2Plain,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,842.86,FastJet,AntiKt,N2Plain,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,1374.4,FastJet,AntiKt,N2Plain,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1900.05,FastJet,AntiKt,N2Plain,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,2715.2,FastJet,AntiKt,N2Plain,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,3716.48,FastJet,AntiKt,N2Plain,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,3654.57,FastJet,AntiKt,N2Plain,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,4672.1,FastJet,AntiKt,N2Plain,0.4
events-ee-Z.hepmc3.gz,43.05,16,19.9,FastJet,AntiKt,N2Plain,3.0
events-ee-H.hepmc3.gz,64.97,16,33.96,FastJet,AntiKt,N2Plain,3.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,81.19,FastJet,AntiKt,N2Plain,3.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,142.32,FastJet,AntiKt,N2Plain,3.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,194.63,FastJet,AntiKt,N2Plain,3.0
events-pp-1TeV.hepmc3.gz,226.98,16,245.47,FastJet,AntiKt,N2Plain,3.0
events-pp-2TeV.hepmc3.gz,226.98,16,245.42,FastJet,AntiKt,N2Plain,3.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,375.11,FastJet,AntiKt,N2Plain,3.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,552.92,FastJet,AntiKt,N2Plain,3.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,772.11,FastJet,AntiKt,N2Plain,3.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1106.76,FastJet,AntiKt,N2Plain,3.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1223.86,FastJet,AntiKt,N2Plain,3.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1542.87,FastJet,AntiKt,N2Plain,3.0
events-ee-Z.hepmc3.gz,43.05,16,17.41,FastJet,AntiKt,N2Tiled,0.4
events-ee-H.hepmc3.gz,64.97,16,27.48,FastJet,AntiKt,N2Tiled,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,36.12,FastJet,AntiKt,N2Tiled,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,54.15,FastJet,AntiKt,N2Tiled,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,66.7,FastJet,AntiKt,N2Tiled,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,87.75,FastJet,AntiKt,N2Tiled,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,87.43,FastJet,AntiKt,N2Tiled,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,112.67,FastJet,AntiKt,N2Tiled,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,155.37,FastJet,AntiKt,N2Tiled,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,198.56,FastJet,AntiKt,N2Tiled,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,257.95,FastJet,AntiKt,N2Tiled,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,287.89,FastJet,AntiKt,N2Tiled,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,341.91,FastJet,AntiKt,N2Tiled,0.4
events-ee-Z.hepmc3.gz,43.05,16,20.76206,Julia,Kt,N2Plain,0.4
events-ee-H.hepmc3.gz,64.97,16,37.14934,Julia,Kt,N2Plain,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,58.63345,Julia,Kt,N2Plain,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,104.93016,Julia,Kt,N2Plain,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,145.56399,Julia,Kt,N2Plain,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,198.19273,Julia,Kt,N2Plain,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,197.99877,Julia,Kt,N2Plain,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,300.48827,Julia,Kt,N2Plain,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,470.42215000000004,Julia,Kt,N2Plain,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,674.02779,Julia,Kt,N2Plain,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,949.4110000000001,Julia,Kt,N2Plain,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1107.31423,Julia,Kt,N2Plain,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1403.15792,Julia,Kt,N2Plain,0.4
events-ee-Z.hepmc3.gz,43.05,16,33.0577,Julia,AntiKt,N2Tiled,1.5
events-ee-H.hepmc3.gz,64.97,16,52.15795,Julia,AntiKt,N2Tiled,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,89.94598,Julia,AntiKt,N2Tiled,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,136.51230999999999,Julia,AntiKt,N2Tiled,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,168.13002,Julia,AntiKt,N2Tiled,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,213.26597,Julia,AntiKt,N2Tiled,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,212.69240000000002,Julia,AntiKt,N2Tiled,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,281.74609,Julia,AntiKt,N2Tiled,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,388.57529,Julia,AntiKt,N2Tiled,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,532.26269,Julia,AntiKt,N2Tiled,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,737.4033900000001,Julia,AntiKt,N2Tiled,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,807.88625,Julia,AntiKt,N2Tiled,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,953.33935,Julia,AntiKt,N2Tiled,1.5
events-ee-Z.hepmc3.gz,43.05,16,25.453229999999998,Julia,Kt,N2Tiled,0.4
events-ee-H.hepmc3.gz,64.97,16,42.46172000000001,Julia,Kt,N2Tiled,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,46.307030000000005,Julia,Kt,N2Tiled,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,70.60078,Julia,Kt,N2Tiled,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,87.70947,Julia,Kt,N2Tiled,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,120.47219999999999,Julia,Kt,N2Tiled,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,119.93469,Julia,Kt,N2Tiled,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,151.06898,Julia,Kt,N2Tiled,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,223.41344,Julia,Kt,N2Tiled,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,292.58003,Julia,Kt,N2Tiled,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,433.54886,Julia,Kt,N2Tiled,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,503.91790999999995,Julia,Kt,N2Tiled,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,557.17448,Julia,Kt,N2Tiled,0.4
events-ee-Z.hepmc3.gz,43.05,16,32.13906,Julia,CA,N2Tiled,1.0
events-ee-H.hepmc3.gz,64.97,16,50.66931,Julia,CA,N2Tiled,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,78.6621,Julia,CA,N2Tiled,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,118.77502,Julia,CA,N2Tiled,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,144.60064,Julia,CA,N2Tiled,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,186.6471,Julia,CA,N2Tiled,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,186.71782,Julia,CA,N2Tiled,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,244.17747,Julia,CA,N2Tiled,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,328.65607000000006,Julia,CA,N2Tiled,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,458.83578,Julia,CA,N2Tiled,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,577.45051,Julia,CA,N2Tiled,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,690.28498,Julia,CA,N2Tiled,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,845.92553,Julia,CA,N2Tiled,1.0
events-ee-Z.hepmc3.gz,43.05,16,17.23,FastJet,Kt,N2Tiled,0.4
events-ee-H.hepmc3.gz,64.97,16,27.9,FastJet,Kt,N2Tiled,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,35.94,FastJet,Kt,N2Tiled,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,53.8,FastJet,Kt,N2Tiled,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,66.67,FastJet,Kt,N2Tiled,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,88.13,FastJet,Kt,N2Tiled,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,88.21,FastJet,Kt,N2Tiled,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,113.26,FastJet,Kt,N2Tiled,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,157.17,FastJet,Kt,N2Tiled,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,201.13,FastJet,Kt,N2Tiled,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,261.17,FastJet,Kt,N2Tiled,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,294.9,FastJet,Kt,N2Tiled,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,349.65,FastJet,Kt,N2Tiled,0.4
events-ee-Z.hepmc3.gz,43.05,16,20.99,FastJet,CA,N2Plain,1.0
events-ee-H.hepmc3.gz,64.97,16,37.63,FastJet,CA,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,103.13,FastJet,CA,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,183.99,FastJet,CA,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,256.66,FastJet,CA,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,328.2,FastJet,CA,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,328.01,FastJet,CA,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,505.51,FastJet,CA,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,754.76,FastJet,CA,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1059.17,FastJet,CA,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1507.98,FastJet,CA,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1691.35,FastJet,CA,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2128.79,FastJet,CA,N2Plain,1.0
events-ee-Z.hepmc3.gz,43.05,16,24.92,FastJet,Kt,N2Tiled,2.0
events-ee-H.hepmc3.gz,64.97,16,41.51,FastJet,Kt,N2Tiled,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,85.64,FastJet,Kt,N2Tiled,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,135.85,FastJet,Kt,N2Tiled,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,172.48,FastJet,Kt,N2Tiled,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,225.7,FastJet,Kt,N2Tiled,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,226.07,FastJet,Kt,N2Tiled,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,307.82,FastJet,Kt,N2Tiled,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,442.13,FastJet,Kt,N2Tiled,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,587.64,FastJet,Kt,N2Tiled,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,797.51,FastJet,Kt,N2Tiled,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,924.12,FastJet,Kt,N2Tiled,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1109.89,FastJet,Kt,N2Tiled,2.0
events-ee-Z.hepmc3.gz,43.05,16,23.86,FastJet,AntiKt,N2Tiled,2.0
events-ee-H.hepmc3.gz,64.97,16,39.16,FastJet,AntiKt,N2Tiled,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,75.78,FastJet,AntiKt,N2Tiled,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,119.32,FastJet,AntiKt,N2Tiled,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,150.51,FastJet,AntiKt,N2Tiled,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,193.38,FastJet,AntiKt,N2Tiled,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,193.75,FastJet,AntiKt,N2Tiled,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,262.32,FastJet,AntiKt,N2Tiled,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,372.53,FastJet,AntiKt,N2Tiled,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,493.52,FastJet,AntiKt,N2Tiled,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,666.43,FastJet,AntiKt,N2Tiled,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,770.21,FastJet,AntiKt,N2Tiled,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,925.91,FastJet,AntiKt,N2Tiled,2.0
events-ee-Z.hepmc3.gz,43.05,16,35.43735,Julia,CA,N2Tiled,2.0
events-ee-H.hepmc3.gz,64.97,16,57.36521,Julia,CA,N2Tiled,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,103.59457,Julia,CA,N2Tiled,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,159.02596,Julia,CA,N2Tiled,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,199.41168000000002,Julia,CA,N2Tiled,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,257.17884000000004,Julia,CA,N2Tiled,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,256.45438,Julia,CA,N2Tiled,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,343.81376000000006,Julia,CA,N2Tiled,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,494.40773,Julia,CA,N2Tiled,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,679.70128,Julia,CA,N2Tiled,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,878.2320699999999,Julia,CA,N2Tiled,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1117.8638700000001,Julia,CA,N2Tiled,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1222.10123,Julia,CA,N2Tiled,2.0
events-ee-Z.hepmc3.gz,43.05,16,21.36,FastJet,CA,N2Plain,2.0
events-ee-H.hepmc3.gz,64.97,16,37.98,FastJet,CA,N2Plain,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,97.91,FastJet,CA,N2Plain,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,175.98,FastJet,CA,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,244.6,FastJet,CA,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,316.93,FastJet,CA,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,317.03,FastJet,CA,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,487.63,FastJet,CA,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,733.53,FastJet,CA,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1032.84,FastJet,CA,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1480.99,FastJet,CA,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1661.3,FastJet,CA,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2093.43,FastJet,CA,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,15.752,Julia,CA,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,30.90208,Julia,CA,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,40.25213,Julia,CA,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,72.49823,Julia,CA,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,102.02713,Julia,CA,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,145.51781,Julia,CA,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,145.41552,Julia,CA,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,218.90609,Julia,CA,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,354.01868,Julia,CA,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,528.5566600000001,Julia,CA,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,741.00851,Julia,CA,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,881.11202,Julia,CA,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1133.16137,Julia,CA,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,19.78,FastJet,AntiKt,N2Plain,2.0
events-ee-H.hepmc3.gz,64.97,16,33.84,FastJet,AntiKt,N2Plain,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,80.9,FastJet,AntiKt,N2Plain,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,142.32,FastJet,AntiKt,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,195.48,FastJet,AntiKt,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,247.19,FastJet,AntiKt,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,246.77,FastJet,AntiKt,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,375.02,FastJet,AntiKt,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,555.27,FastJet,AntiKt,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,775.62,FastJet,AntiKt,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1106.74,FastJet,AntiKt,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1230.6,FastJet,AntiKt,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1547.87,FastJet,AntiKt,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,25.337400000000002,Julia,AntiKt,N2Plain,1.5
events-ee-H.hepmc3.gz,64.97,16,42.44874,Julia,AntiKt,N2Plain,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,83.21713,Julia,AntiKt,N2Plain,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,138.80288000000002,Julia,AntiKt,N2Plain,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,185.75391,Julia,AntiKt,N2Plain,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,240.82329000000001,Julia,AntiKt,N2Plain,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,240.15185000000002,Julia,AntiKt,N2Plain,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,354.54366999999996,Julia,AntiKt,N2Plain,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,525.80984,Julia,AntiKt,N2Plain,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,771.7558,Julia,AntiKt,N2Plain,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1033.40528,Julia,AntiKt,N2Plain,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1175.2588500000002,Julia,AntiKt,N2Plain,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1416.6585200000002,Julia,AntiKt,N2Plain,1.5
events-ee-Z.hepmc3.gz,43.05,16,25.488780000000002,Julia,Kt,N2Plain,1.5
events-ee-H.hepmc3.gz,64.97,16,42.1114,Julia,Kt,N2Plain,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,83.99338,Julia,Kt,N2Plain,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,139.89391,Julia,Kt,N2Plain,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,186.14144,Julia,Kt,N2Plain,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,242.22691999999998,Julia,Kt,N2Plain,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,242.02064000000001,Julia,Kt,N2Plain,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,354.18289000000004,Julia,Kt,N2Plain,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,530.03652,Julia,Kt,N2Plain,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,755.24007,Julia,Kt,N2Plain,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1020.97788,Julia,Kt,N2Plain,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1163.84765,Julia,Kt,N2Plain,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1420.72672,Julia,Kt,N2Plain,1.5
events-ee-Z.hepmc3.gz,43.05,16,16.94873,Julia,Kt,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,31.76619,Julia,Kt,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,41.10683,Julia,Kt,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,73.3946,Julia,Kt,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,102.90437,Julia,Kt,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,145.07649,Julia,Kt,N2Plain,0.2
