file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-H.hepmc3.gz,64.97,16,32.63082,Julia,EEKt,Best,4.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.71116,Julia,EEKt,Best,4.0,0.0
events-ee-H.hepmc3.gz,64.97,16,32.07659,Julia,EEKt,Best,4.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,14.971359999999999,Julia,EEKt,Best,4.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,31.80879,Julia,EEKt,Best,4.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,15.23925,Julia,Durham,Best,4.0,1.0
events-ee-H.hepmc3.gz,64.97,16,29.542350000000003,Julia,Durham,Best,4.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,20.81,FastJet,EEKt,Best,2.0,1.0
events-ee-H.hepmc3.gz,64.97,16,37.22,FastJet,EEKt,Best,2.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,11.932970000000001,Julia,EEKt,Best,0.4,0.0
events-ee-H.hepmc3.gz,64.97,16,23.75204,Julia,EEKt,Best,0.4,0.0
events-ee-Z.hepmc3.gz,43.05,16,15.779460000000002,Julia,EEKt,Best,2.0,1.0
events-ee-H.hepmc3.gz,64.97,16,30.29165,Julia,EEKt,Best,2.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,20.54,FastJet,EEKt,Best,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,33.07,FastJet,EEKt,Best,1.5,-1.0
events-ee-Z.hepmc3.gz,43.05,16,10.08594,Julia,EEKt,Best,0.2,0.0
events-ee-H.hepmc3.gz,64.97,16,20.13509,Julia,EEKt,Best,0.2,0.0
events-ee-Z.hepmc3.gz,43.05,16,19.6,FastJet,EEKt,Best,4.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,34.58,FastJet,EEKt,Best,4.0,-1.0
