file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-Z.hepmc3.gz,43.05,16,29.55,FastJet,Kt,N2Plain,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,53.44,FastJet,Kt,N2Plain,1.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,143.75,FastJet,Kt,N2Plain,1.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,261.16,FastJet,Kt,N2Plain,1.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,372.16,FastJet,Kt,N2Plain,1.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,482.63,FastJet,Kt,N2Plain,1.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,482.73,FastJet,Kt,N2Plain,1.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,758.05,FastJet,Kt,N2Plain,1.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1150.34,FastJet,Kt,N2Plain,1.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1632.81,FastJet,Kt,N2Plain,1.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2345.16,FastJet,Kt,N2Plain,1.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2651.11,FastJet,Kt,N2Plain,1.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,3343.58,FastJet,Kt,N2Plain,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,36.09,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,60.66,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,125.95,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,206.29,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,267.73,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,348.22,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,348.18,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,487.66,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,711.75,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,953.74,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1313.26,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1513.82,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1837.39,FastJet,AntiKt,N2Tiled,3.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,34.903620000000004,Julia,Kt,N2Plain,0.4,1.0
events-ee-H.hepmc3.gz,64.97,16,63.66039,Julia,Kt,N2Plain,0.4,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,104.39300999999999,Julia,Kt,N2Plain,0.4,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,192.76949000000002,Julia,Kt,N2Plain,0.4,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,277.16388,Julia,Kt,N2Plain,0.4,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,378.23109000000005,Julia,Kt,N2Plain,0.4,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,377.62023,Julia,Kt,N2Plain,0.4,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,591.20601,Julia,Kt,N2Plain,0.4,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,916.9434,Julia,Kt,N2Plain,0.4,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1330.60258,Julia,Kt,N2Plain,0.4,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1893.15532,Julia,Kt,N2Plain,0.4,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2203.8742500000003,Julia,Kt,N2Plain,0.4,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2778.89642,Julia,Kt,N2Plain,0.4,1.0
events-ee-Z.hepmc3.gz,43.05,16,29.77,FastJet,AntiKt,N2Plain,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,52.77,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,125.72,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,226.75,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,315.88,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,410.37,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,410.97,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,637.57,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,957.05,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1355.19,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1947.71,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2198.08,FastJet,AntiKt,N2Plain,1.5,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2767.88,FastJet,AntiKt,N2Plain,1.5,-1.0
events-ee-Z.hepmc3.gz,43.05,16,40.52584,Julia,CA,N2Plain,1.0,0.0
events-ee-H.hepmc3.gz,64.97,16,70.11876000000001,Julia,CA,N2Plain,1.0,0.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,141.48688,Julia,CA,N2Plain,1.0,0.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,249.24694,Julia,CA,N2Plain,1.0,0.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,345.27078,Julia,CA,N2Plain,1.0,0.0
events-pp-1TeV.hepmc3.gz,226.98,16,454.4371,Julia,CA,N2Plain,1.0,0.0
events-pp-2TeV.hepmc3.gz,226.98,16,455.51118,Julia,CA,N2Plain,1.0,0.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,696.5136100000001,Julia,CA,N2Plain,1.0,0.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1048.4538,Julia,CA,N2Plain,1.0,0.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1502.13283,Julia,CA,N2Plain,1.0,0.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2092.68915,Julia,CA,N2Plain,1.0,0.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2393.26397,Julia,CA,N2Plain,1.0,0.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,3000.77266,Julia,CA,N2Plain,1.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,42.83241,Julia,CA,N2Plain,1.5,0.0
events-ee-H.hepmc3.gz,64.97,16,73.65139,Julia,CA,N2Plain,1.5,0.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,150.61235,Julia,CA,N2Plain,1.5,0.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,260.04347,Julia,CA,N2Plain,1.5,0.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,357.04136,Julia,CA,N2Plain,1.5,0.0
events-pp-1TeV.hepmc3.gz,226.98,16,472.66431000000006,Julia,CA,N2Plain,1.5,0.0
events-pp-2TeV.hepmc3.gz,226.98,16,467.1829,Julia,CA,N2Plain,1.5,0.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,711.66174,Julia,CA,N2Plain,1.5,0.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1069.91278,Julia,CA,N2Plain,1.5,0.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1518.65456,Julia,CA,N2Plain,1.5,0.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2119.96993,Julia,CA,N2Plain,1.5,0.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2409.61358,Julia,CA,N2Plain,1.5,0.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2961.75554,Julia,CA,N2Plain,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,35.58,FastJet,AntiKt,N2Plain,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,61.56,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,496.08,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,986.08,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,1409.47,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,1671.11,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,1671.38,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,2840.26,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,3958.87,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,5734.74,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,7885.03,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,7638.43,FastJet,AntiKt,N2Plain,0.4,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,9806.05,FastJet,AntiKt,N2Plain,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,58.314899999999994,Julia,Kt,N2Tiled,3.0,1.0
events-ee-H.hepmc3.gz,64.97,16,94.04954,Julia,Kt,N2Tiled,3.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,184.59087,Julia,Kt,N2Tiled,3.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,289.42314000000005,Julia,Kt,N2Tiled,3.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,369.30948000000006,Julia,Kt,N2Tiled,3.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,478.26589,Julia,Kt,N2Tiled,3.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,475.11025,Julia,Kt,N2Tiled,3.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,658.4052800000001,Julia,Kt,N2Tiled,3.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,983.48042,Julia,Kt,N2Tiled,3.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1275.9191700000001,Julia,Kt,N2Tiled,3.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1769.3037100000001,Julia,Kt,N2Tiled,3.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2050.51644,Julia,Kt,N2Tiled,3.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2446.79255,Julia,Kt,N2Tiled,3.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,27.43,FastJet,Kt,N2Tiled,0.4,1.0
events-ee-H.hepmc3.gz,64.97,16,43.37,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,60.65,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,90.27,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,112.17,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,145.84,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,145.8,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,190.25,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,263.19,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,339.96,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,444.9,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,500.27,FastJet,Kt,N2Tiled,0.4,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,598.02,FastJet,Kt,N2Tiled,0.4,1.0
events-ee-Z.hepmc3.gz,43.05,16,34.77458,Julia,Kt,N2Tiled,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,60.04202,Julia,Kt,N2Tiled,0.2,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.50451,Julia,Kt,N2Tiled,0.2,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,84.46339,Julia,Kt,N2Tiled,0.2,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,104.58845,Julia,Kt,N2Tiled,0.2,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,138.9326,Julia,Kt,N2Tiled,0.2,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,138.56738,Julia,Kt,N2Tiled,0.2,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,175.53212,Julia,Kt,N2Tiled,0.2,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,246.04131,Julia,Kt,N2Tiled,0.2,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,340.10459000000003,Julia,Kt,N2Tiled,0.2,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,410.27919,Julia,Kt,N2Tiled,0.2,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,491.21717000000007,Julia,Kt,N2Tiled,0.2,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,547.09033,Julia,Kt,N2Tiled,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,31.34,FastJet,CA,N2Plain,1.5,0.0
events-ee-H.hepmc3.gz,64.97,16,57.23,FastJet,CA,N2Plain,1.5,0.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,143.8,FastJet,CA,N2Plain,1.5,0.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,263.05,FastJet,CA,N2Plain,1.5,0.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,373.03,FastJet,CA,N2Plain,1.5,0.0
events-pp-1TeV.hepmc3.gz,226.98,16,491.4,FastJet,CA,N2Plain,1.5,0.0
events-pp-2TeV.hepmc3.gz,226.98,16,490.91,FastJet,CA,N2Plain,1.5,0.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,765.12,FastJet,CA,N2Plain,1.5,0.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1175.61,FastJet,CA,N2Plain,1.5,0.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1672.09,FastJet,CA,N2Plain,1.5,0.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2420.35,FastJet,CA,N2Plain,1.5,0.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2746.2,FastJet,CA,N2Plain,1.5,0.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,3464.47,FastJet,CA,N2Plain,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,29.99,FastJet,Kt,N2Plain,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,54.17,FastJet,Kt,N2Plain,1.5,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,138.32,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,253.47,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,358.29,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,471.26,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,471.02,FastJet,Kt,N2Plain,1.5,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,735.79,FastJet,Kt,N2Plain,1.5,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1129.4,FastJet,Kt,N2Plain,1.5,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1604.57,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2314.75,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2625.02,FastJet,Kt,N2Plain,1.5,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,3306.79,FastJet,Kt,N2Plain,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,52.08856,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,82.40950000000001,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,128.23179,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,195.78808,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,236.93406,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,301.67834,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,302.0869,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,396.23076000000003,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,558.1206,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,721.63921,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,891.8903200000001,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1047.46734,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1267.1080100000001,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,57.8412,Julia,Kt,N2Tiled,2.0,1.0
events-ee-H.hepmc3.gz,64.97,16,92.98585000000001,Julia,Kt,N2Tiled,2.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,169.59241000000003,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,261.29722000000004,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,327.60188,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,424.40972,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,427.39943,Julia,Kt,N2Tiled,2.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,573.65169,Julia,Kt,N2Tiled,2.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,834.62788,Julia,Kt,N2Tiled,2.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1131.9252999999999,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1506.8006400000002,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1720.14248,Julia,Kt,N2Tiled,2.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2035.77573,Julia,Kt,N2Tiled,2.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,41.08902,Julia,AntiKt,N2Plain,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,71.32571,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,141.61697,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,248.22242000000003,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,342.20425,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,448.41883,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,445.78626,Julia,AntiKt,N2Plain,1.0,-1.0
