file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-Z.hepmc3.gz,43.05,16,33.8575,Julia,AntiKt,N2Tiled,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,53.26292,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,93.92625,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,143.84333,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,176.26625,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,224.54416,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,229.42166,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,299.36916,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,398.87042,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,535.42583,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,695.315,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,770.70791,Julia,AntiKt,N2Tiled,2.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,897.17,Julia,AntiKt,N2Tiled,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,23.47791,Julia,AntiKt,N2Tiled,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,40.00375,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,43.38208,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,69.62792,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,93.85042,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,127.37666999999999,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,116.81792,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,145.81708,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,202.16833,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,265.50791000000004,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,342.24665999999996,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,386.65666,Julia,AntiKt,N2Tiled,0.4,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,455.91375,Julia,AntiKt,N2Tiled,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,22.46292,Julia,AntiKt,N2Plain,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,39.7575,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,84.2825,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,149.3275,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,205.00583999999998,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,271.47209,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,268.51167000000004,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,419.32625,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,632.66875,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,878.11833,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1256.005,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1425.5095900000001,Julia,AntiKt,N2Plain,2.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1788.31334,Julia,AntiKt,N2Plain,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,20.88,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,33.32,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,63.35,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,99.83,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,125.32,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,159.57,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,160.97,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,218.93,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,304.6,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,402.88,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,539.0,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,604.44,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,733.99,FastJet,AntiKt,N2Tiled,1.5,-1.0
events-ee-Z.hepmc3.gz,43.05,16,14.09,FastJet,Kt,N2Plain,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,25.0,FastJet,Kt,N2Plain,1.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.86,FastJet,Kt,N2Plain,1.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,102.74,FastJet,Kt,N2Plain,1.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,144.25,FastJet,Kt,N2Plain,1.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,188.2,FastJet,Kt,N2Plain,1.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,188.31,FastJet,Kt,N2Plain,1.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,289.17,FastJet,Kt,N2Plain,1.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,438.02,FastJet,Kt,N2Plain,1.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,619.9,FastJet,Kt,N2Plain,1.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,877.41,FastJet,Kt,N2Plain,1.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,991.59,FastJet,Kt,N2Plain,1.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1249.89,FastJet,Kt,N2Plain,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,18.487920000000003,Julia,Kt,N2Plain,0.4,1.0
events-ee-H.hepmc3.gz,64.97,16,34.7875,Julia,Kt,N2Plain,0.4,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.25292,Julia,Kt,N2Plain,0.4,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,109.49125,Julia,Kt,N2Plain,0.4,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,156.18583,Julia,Kt,N2Plain,0.4,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,215.96125,Julia,Kt,N2Plain,0.4,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,217.19583,Julia,Kt,N2Plain,0.4,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,342.205,Julia,Kt,N2Plain,0.4,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,541.48083,Julia,Kt,N2Plain,0.4,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,782.87958,Julia,Kt,N2Plain,0.4,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1153.41167,Julia,Kt,N2Plain,0.4,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1329.40125,Julia,Kt,N2Plain,0.4,1.0
