file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-Z.hepmc3.gz,43.05,16,18.99,FastJet,EEKt,Best,1.0,0.0
events-ee-H.hepmc3.gz,64.97,16,32.17,FastJet,EEKt,Best,1.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,20.1,FastJet,EEKt,Best,1.5,0.0
events-ee-H.hepmc3.gz,64.97,16,34.23,FastJet,EEKt,Best,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,22.11625,Julia,EEKt,Best,2.0,0.0
events-ee-H.hepmc3.gz,64.97,16,41.94959,Julia,EEKt,Best,2.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,13.99542,Julia,EEKt,Best,0.2,-1.0
events-ee-H.hepmc3.gz,64.97,16,28.32166,Julia,EEKt,Best,0.2,-1.0
events-ee-Z.hepmc3.gz,43.05,16,18.77,FastJet,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,31.96,FastJet,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,18.68,FastJet,EEKt,Best,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,31.23,FastJet,EEKt,Best,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,22.51917,Julia,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,41.562920000000005,Julia,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,20.05,FastJet,EEKt,Best,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,34.13,FastJet,EEKt,Best,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.35,FastJet,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,28.45,FastJet,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,17.43958,Julia,EEKt,Best,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,33.73792,Julia,EEKt,Best,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,15.5,FastJet,EEKt,Best,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,26.24,FastJet,EEKt,Best,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,21.89667,Julia,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,39.9575,Julia,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,23.34916,Julia,EEKt,Best,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,41.932080000000006,Julia,EEKt,Best,1.5,-1.0
events-ee-Z.hepmc3.gz,43.05,16,14.85,FastJet,EEKt,Best,4.0,0.0
events-ee-H.hepmc3.gz,64.97,16,29.59,FastJet,EEKt,Best,4.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,14.504159999999999,Julia,EEKt,Best,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,29.393330000000002,Julia,EEKt,Best,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.42,FastJet,EEKt,Best,2.0,0.0
events-ee-H.hepmc3.gz,64.97,16,29.61,FastJet,EEKt,Best,2.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,17.30542,Julia,EEKt,Best,0.4,1.0
events-ee-H.hepmc3.gz,64.97,16,33.315,Julia,EEKt,Best,0.4,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.74,FastJet,Durham,Best,4.0,1.0
events-ee-H.hepmc3.gz,64.97,16,29.46,FastJet,Durham,Best,4.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,15.19,FastJet,EEKt,Best,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,27.34,FastJet,EEKt,Best,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,22.454169999999998,Julia,EEKt,Best,1.5,1.0
