file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,805.03,FastJet,AntiKt,N2Tiled,1.0
events-ee-Z.hepmc3.gz,43.05,16,23.934079999999998,Julia,Kt,N2Plain,2.0
events-ee-H.hepmc3.gz,64.97,16,44.05118,Julia,Kt,N2Plain,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,105.0508,Julia,Kt,N2Plain,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,192.52198,Julia,Kt,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,273.4116,Julia,Kt,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,364.06873,Julia,Kt,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,362.78614999999996,Julia,Kt,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,564.81796,Julia,Kt,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,866.5658,Julia,Kt,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1234.69263,Julia,Kt,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1816.32869,Julia,Kt,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2010.8083100000001,Julia,Kt,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2520.93836,Julia,Kt,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,17.88808,Julia,AntiKt,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,37.56654,Julia,AntiKt,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.730380000000004,Julia,AntiKt,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,111.38744000000001,Julia,AntiKt,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,163.62461000000002,Julia,AntiKt,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,241.09246,Julia,AntiKt,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,240.255,Julia,AntiKt,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,365.6278,Julia,AntiKt,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,604.02633,Julia,AntiKt,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,897.77375,Julia,AntiKt,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1302.61482,Julia,AntiKt,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1549.8690900000001,Julia,AntiKt,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1962.4858199999999,Julia,AntiKt,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,19.88547,Julia,Kt,N2Plain,0.4
events-ee-H.hepmc3.gz,64.97,16,39.022870000000005,Julia,Kt,N2Plain,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,76.50753,Julia,Kt,N2Plain,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,150.38416999999998,Julia,Kt,N2Plain,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,222.67779000000002,Julia,Kt,N2Plain,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,306.30294000000004,Julia,Kt,N2Plain,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,304.98724000000004,Julia,Kt,N2Plain,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,494.60486000000003,Julia,Kt,N2Plain,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,789.55063,Julia,Kt,N2Plain,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1141.4805999999999,Julia,Kt,N2Plain,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1727.6842800000002,Julia,Kt,N2Plain,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1922.17864,Julia,Kt,N2Plain,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2435.71973,Julia,Kt,N2Plain,0.4
events-ee-Z.hepmc3.gz,43.05,16,23.12457,Julia,Kt,N2Plain,1.0
events-ee-H.hepmc3.gz,64.97,16,43.30261,Julia,Kt,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,100.62225000000001,Julia,Kt,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,188.58621,Julia,Kt,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,268.85149,Julia,Kt,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,360.3562,Julia,Kt,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,360.15819000000005,Julia,Kt,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,564.7431300000001,Julia,Kt,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,868.12959,Julia,Kt,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1236.08752,Julia,Kt,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1830.4370900000001,Julia,Kt,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2019.81617,Julia,Kt,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2540.26661,Julia,Kt,N2Plain,1.0
