file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-H.hepmc3.gz,64.97,16,25.71,FastJet,CA,N2Plain,1.5,0.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,56.47,FastJet,CA,N2Plain,1.5,0.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,100.74,FastJet,CA,N2Plain,1.5,0.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,141.14,FastJet,CA,N2Plain,1.5,0.0
events-pp-1TeV.hepmc3.gz,226.98,16,186.7,FastJet,CA,N2Plain,1.5,0.0
events-pp-2TeV.hepmc3.gz,226.98,16,187.72,FastJet,CA,N2Plain,1.5,0.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,288.17,FastJet,CA,N2Plain,1.5,0.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,439.99,FastJet,CA,N2Plain,1.5,0.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,620.03,FastJet,CA,N2Plain,1.5,0.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,891.76,FastJet,CA,N2Plain,1.5,0.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1011.1,FastJet,CA,N2Plain,1.5,0.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1281.22,FastJet,CA,N2Plain,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,15.2,FastJet,Kt,N2Plain,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,25.61,FastJet,Kt,N2Plain,1.5,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.26,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,101.15,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,140.73,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,185.86,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,186.06,FastJet,Kt,N2Plain,1.5,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,284.37,FastJet,Kt,N2Plain,1.5,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,432.12,FastJet,Kt,N2Plain,1.5,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,609.24,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,873.73,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,989.58,FastJet,Kt,N2Plain,1.5,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1244.71,FastJet,Kt,N2Plain,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,28.624589999999998,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,45.44125,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,74.03042,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,114.68666999999999,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,136.79041999999998,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,181.93833999999998,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,174.5475,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,230.14375,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,301.98916,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,378.9425,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,488.36167,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,528.90375,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,618.57667,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,32.75167,Julia,Kt,N2Tiled,2.0,1.0
events-ee-H.hepmc3.gz,64.97,16,52.45667,Julia,Kt,N2Tiled,2.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,99.55709,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,149.42292,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,184.81,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,239.03417000000002,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,236.95542,Julia,Kt,N2Tiled,2.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,311.58125,Julia,Kt,N2Tiled,2.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,429.4,Julia,Kt,N2Tiled,2.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,547.33083,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,716.62583,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,803.2025,Julia,Kt,N2Tiled,2.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,949.59416,Julia,Kt,N2Tiled,2.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,21.03375,Julia,AntiKt,N2Plain,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,36.70208,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,75.23958999999999,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,139.17917,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,190.65375,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,254.46792000000002,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,255.02375,Julia,AntiKt,N2Plain,1.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,391.83667,Julia,AntiKt,N2Plain,1.0,-1.0
