file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1661.55,FastJet,CA,N2Plain,1.5,0.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2095.06,FastJet,CA,N2Plain,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,20.39,FastJet,Kt,N2Plain,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,36.06,FastJet,Kt,N2Plain,1.5,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,94.5,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,169.7,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,236.12,FastJet,Kt,N2Plain,1.5,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,306.63,FastJet,Kt,N2Plain,1.5,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,306.54,FastJet,Kt,N2Plain,1.5,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,470.53,FastJet,Kt,N2Plain,1.5,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,709.37,FastJet,Kt,N2Plain,1.5,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,997.65,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1426.0,FastJet,Kt,N2Plain,1.5,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1600.78,FastJet,Kt,N2Plain,1.5,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,2015.16,FastJet,Kt,N2Plain,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,20.554940000000002,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,33.2519,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,52.37346,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,82.09485000000001,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,100.16475,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-1TeV.hepmc3.gz,226.98,16,125.72676,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-2TeV.hepmc3.gz,226.98,16,124.93067,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,164.99661,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,218.65457999999998,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,274.41076,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,358.96091,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,393.12741,Julia,AntiKt,N2Tiled,1.0,-1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,461.36525,Julia,AntiKt,N2Tiled,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,24.12693,Julia,Kt,N2Tiled,2.0,1.0
events-ee-H.hepmc3.gz,64.97,16,39.71568,Julia,Kt,N2Tiled,2.0,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,74.11031,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,118.53689,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,149.29683,Julia,Kt,N2Tiled,2.0,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,194.12306,Julia,Kt,N2Tiled,2.0,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,194.27605,Julia,Kt,N2Tiled,2.0,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,260.55060000000003,Julia,Kt,N2Tiled,2.0,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,370.81912000000005,Julia,Kt,N2Tiled,2.0,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,485.44401,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,661.36292,Julia,Kt,N2Tiled,2.0,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,772.2092299999999,Julia,Kt,N2Tiled,2.0,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,916.63845,Julia,Kt,N2Tiled,2.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.195050000000002,Julia,AntiKt,N2Plain,1.0,-1.0
