file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-Z.hepmc3.gz,43.05,16,19.01,FastJet,EEKt,Best,1.0,0.0
events-ee-H.hepmc3.gz,64.97,16,32.93,FastJet,EEKt,Best,1.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,21.02,FastJet,EEKt,Best,1.5,0.0
events-ee-H.hepmc3.gz,64.97,16,34.38,FastJet,EEKt,Best,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,23.0175,Julia,EEKt,Best,2.0,0.0
events-ee-H.hepmc3.gz,64.97,16,43.26916,Julia,EEKt,Best,2.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,14.04209,Julia,EEKt,Best,0.2,-1.0
events-ee-H.hepmc3.gz,64.97,16,27.45292,Julia,EEKt,Best,0.2,-1.0
events-ee-Z.hepmc3.gz,43.05,16,19.65,FastJet,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,32.63,FastJet,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,18.89,FastJet,EEKt,Best,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,31.49,FastJet,EEKt,Best,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,22.277910000000002,Julia,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,40.12541,Julia,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,20.71,FastJet,EEKt,Best,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,34.84,FastJet,EEKt,Best,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.69,FastJet,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,29.53,FastJet,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,17.84208,Julia,EEKt,Best,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,35.28083,Julia,EEKt,Best,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,15.65,FastJet,EEKt,Best,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,26.01,FastJet,EEKt,Best,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,20.86375,Julia,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,37.30167,Julia,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,21.774160000000002,Julia,EEKt,Best,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,39.66917,Julia,EEKt,Best,1.5,-1.0
events-ee-Z.hepmc3.gz,43.05,16,14.95,FastJet,EEKt,Best,4.0,0.0
events-ee-H.hepmc3.gz,64.97,16,30.22,FastJet,EEKt,Best,4.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,14.03208,Julia,EEKt,Best,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,27.32,Julia,EEKt,Best,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,15.02,FastJet,EEKt,Best,2.0,0.0
