file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R,p
events-ee-Z.hepmc3.gz,43.05,16,20.01,FastJet,EEKt,Best,1.0,0.0
events-ee-H.hepmc3.gz,64.97,16,32.67,FastJet,EEKt,Best,1.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,21.45,FastJet,EEKt,Best,1.5,0.0
events-ee-H.hepmc3.gz,64.97,16,35.09,FastJet,EEKt,Best,1.5,0.0
events-ee-Z.hepmc3.gz,43.05,16,25.27786,Julia,EEKt,Best,2.0,0.0
events-ee-H.hepmc3.gz,64.97,16,45.752570000000006,Julia,EEKt,Best,2.0,0.0
events-ee-Z.hepmc3.gz,43.05,16,19.54,FastJet,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,31.7,FastJet,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,16.48065,Julia,EEKt,Best,0.2,-1.0
events-ee-H.hepmc3.gz,64.97,16,31.53714,Julia,EEKt,Best,0.2,-1.0
events-ee-Z.hepmc3.gz,43.05,16,19.37,FastJet,EEKt,Best,1.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,30.96,FastJet,EEKt,Best,1.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,20.96,FastJet,EEKt,Best,1.5,1.0
events-ee-H.hepmc3.gz,64.97,16,34.07,FastJet,EEKt,Best,1.5,1.0
events-ee-Z.hepmc3.gz,43.05,16,25.73181,Julia,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,45.73333,Julia,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,19.85,FastJet,EEKt,Best,2.0,-1.0
events-ee-H.hepmc3.gz,64.97,16,35.07,FastJet,EEKt,Best,2.0,-1.0
events-ee-Z.hepmc3.gz,43.05,16,22.64,FastJet,EEKt,Best,0.2,1.0
events-ee-H.hepmc3.gz,64.97,16,29.46,FastJet,EEKt,Best,0.2,1.0
events-ee-Z.hepmc3.gz,43.05,16,20.169529999999998,Julia,EEKt,Best,0.4,-1.0
events-ee-H.hepmc3.gz,64.97,16,36.59077,Julia,EEKt,Best,0.4,-1.0
events-ee-Z.hepmc3.gz,43.05,16,24.6569,Julia,EEKt,Best,1.0,1.0
events-ee-H.hepmc3.gz,64.97,16,43.79241,Julia,EEKt,Best,1.0,1.0
events-ee-Z.hepmc3.gz,43.05,16,25.0258,Julia,EEKt,Best,1.5,-1.0
events-ee-H.hepmc3.gz,64.97,16,44.11451,Julia,EEKt,Best,1.5,-1.0
