file,mean_particles,n_samples,time_per_event,backend,algorithm,strategy,R
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,92.42,FastJet,AntiKt,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,127.18,FastJet,AntiKt,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,167.05,FastJet,AntiKt,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,171.69,FastJet,AntiKt,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,261.09,FastJet,AntiKt,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,382.59,FastJet,AntiKt,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,537.79,FastJet,AntiKt,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,769.19,FastJet,AntiKt,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,867.6,FastJet,AntiKt,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1094.66,FastJet,AntiKt,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,11.66666,Julia,CA,N2Plain,1.5
events-ee-H.hepmc3.gz,64.97,16,22.144160000000003,Julia,CA,N2Plain,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,59.69167,Julia,CA,N2Plain,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,109.3475,Julia,CA,N2Plain,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,159.90666000000002,Julia,CA,N2Plain,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,213.51875,Julia,CA,N2Plain,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,214.97125,Julia,CA,N2Plain,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,343.85666,Julia,CA,N2Plain,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,538.12417,Julia,CA,N2Plain,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,779.69125,Julia,CA,N2Plain,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1133.57292,Julia,CA,N2Plain,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1286.955,Julia,CA,N2Plain,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1630.5091700000003,Julia,CA,N2Plain,1.5
events-ee-Z.hepmc3.gz,43.05,16,9.91167,Julia,Kt,N2Plain,0.4
events-ee-H.hepmc3.gz,64.97,16,19.21583,Julia,Kt,N2Plain,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,42.134170000000005,Julia,Kt,N2Plain,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,85.00416999999999,Julia,Kt,N2Plain,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,127.215,Julia,Kt,N2Plain,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,179.105,Julia,Kt,N2Plain,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,177.64209,Julia,Kt,N2Plain,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,290.20291000000003,Julia,Kt,N2Plain,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,463.90417,Julia,Kt,N2Plain,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,682.61,Julia,Kt,N2Plain,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1013.47209,Julia,Kt,N2Plain,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1163.49708,Julia,Kt,N2Plain,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1465.27791,Julia,Kt,N2Plain,0.4
events-ee-Z.hepmc3.gz,43.05,16,11.861669999999998,Julia,AntiKt,N2Plain,2.0
events-ee-H.hepmc3.gz,64.97,16,22.68083,Julia,AntiKt,N2Plain,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,57.16959,Julia,AntiKt,N2Plain,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,109.91834,Julia,AntiKt,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,157.80167,Julia,AntiKt,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,208.58375,Julia,AntiKt,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,208.86709,Julia,AntiKt,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,338.02290999999997,Julia,AntiKt,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,527.71375,Julia,AntiKt,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,753.77333,Julia,AntiKt,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1096.07958,Julia,AntiKt,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1247.97458,Julia,AntiKt,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1578.0129200000001,Julia,AntiKt,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,21.14666,Julia,Kt,N2Tiled,1.5
events-ee-H.hepmc3.gz,64.97,16,35.55917,Julia,Kt,N2Tiled,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,65.52167,Julia,Kt,N2Tiled,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,100.51625,Julia,Kt,N2Tiled,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,122.94792,Julia,Kt,N2Tiled,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,159.25209,Julia,Kt,N2Tiled,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,158.0725,Julia,Kt,N2Tiled,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,206.77041,Julia,Kt,N2Tiled,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,281.45292,Julia,Kt,N2Tiled,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,360.19542,Julia,Kt,N2Tiled,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,467.30625,Julia,Kt,N2Tiled,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,524.95708,Julia,Kt,N2Tiled,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,620.9975,Julia,Kt,N2Tiled,1.5
events-ee-Z.hepmc3.gz,43.05,16,19.734170000000002,Julia,AntiKt,N2Tiled,1.0
events-ee-H.hepmc3.gz,64.97,16,31.934590000000004,Julia,AntiKt,N2Tiled,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,53.13834,Julia,AntiKt,N2Tiled,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,81.41041,Julia,AntiKt,N2Tiled,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,99.05875,Julia,AntiKt,N2Tiled,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,126.40791999999999,Julia,AntiKt,N2Tiled,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,126.06792,Julia,AntiKt,N2Tiled,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,163.49708,Julia,AntiKt,N2Tiled,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,216.30917000000002,Julia,AntiKt,N2Tiled,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,283.22708,Julia,AntiKt,N2Tiled,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,357.72,Julia,AntiKt,N2Tiled,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,394.21125,Julia,AntiKt,N2Tiled,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,465.5175,Julia,AntiKt,N2Tiled,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.38,FastJet,AntiKt,N2Plain,0.4
events-ee-H.hepmc3.gz,64.97,16,25.8,FastJet,AntiKt,N2Plain,0.4
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,146.9,FastJet,AntiKt,N2Plain,0.4
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,301.05,FastJet,AntiKt,N2Plain,0.4
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,458.84,FastJet,AntiKt,N2Plain,0.4
events-pp-1TeV.hepmc3.gz,226.98,16,531.82,FastJet,AntiKt,N2Plain,0.4
events-pp-2TeV.hepmc3.gz,226.98,16,531.03,FastJet,AntiKt,N2Plain,0.4
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,918.6,FastJet,AntiKt,N2Plain,0.4
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,1301.34,FastJet,AntiKt,N2Plain,0.4
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,1896.23,FastJet,AntiKt,N2Plain,0.4
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,2623.3,FastJet,AntiKt,N2Plain,0.4
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,2562.43,FastJet,AntiKt,N2Plain,0.4
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,3303.57,FastJet,AntiKt,N2Plain,0.4
events-ee-Z.hepmc3.gz,43.05,16,11.9125,Julia,CA,N2Tiled,0.2
events-ee-H.hepmc3.gz,64.97,16,22.03709,Julia,CA,N2Tiled,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,19.91041,Julia,CA,N2Tiled,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,29.266669999999998,Julia,CA,N2Tiled,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,35.4525,Julia,CA,N2Tiled,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,50.65791,Julia,CA,N2Tiled,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,49.47083000000001,Julia,CA,N2Tiled,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,60.23042,Julia,CA,N2Tiled,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,86.8425,Julia,CA,N2Tiled,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,114.93417,Julia,CA,N2Tiled,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,152.76333,Julia,CA,N2Tiled,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,176.13333,Julia,CA,N2Tiled,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,204.56333999999998,Julia,CA,N2Tiled,0.2
events-ee-Z.hepmc3.gz,43.05,16,11.08834,Julia,Kt,N2Plain,1.0
events-ee-H.hepmc3.gz,64.97,16,21.152910000000002,Julia,Kt,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,54.0875,Julia,Kt,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,105.865,Julia,Kt,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,155.64833000000002,Julia,Kt,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,206.20042,Julia,Kt,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,206.43457999999998,Julia,Kt,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,340.61667,Julia,Kt,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,523.14208,Julia,Kt,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,744.83708,Julia,Kt,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1094.7625,Julia,Kt,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1245.73,Julia,Kt,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1600.7183300000002,Julia,Kt,N2Plain,1.0
events-ee-Z.hepmc3.gz,43.05,16,23.23125,Julia,Kt,N2Tiled,3.0
events-ee-H.hepmc3.gz,64.97,16,38.36625,Julia,Kt,N2Tiled,3.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,80.92708,Julia,Kt,N2Tiled,3.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,127.37625,Julia,Kt,N2Tiled,3.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,160.92375,Julia,Kt,N2Tiled,3.0
events-pp-1TeV.hepmc3.gz,226.98,16,208.3175,Julia,Kt,N2Tiled,3.0
events-pp-2TeV.hepmc3.gz,226.98,16,210.07333,Julia,Kt,N2Tiled,3.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,283.4475,Julia,Kt,N2Tiled,3.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,399.04625,Julia,Kt,N2Tiled,3.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,525.0925,Julia,Kt,N2Tiled,3.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,694.33916,Julia,Kt,N2Tiled,3.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,785.92542,Julia,Kt,N2Tiled,3.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,936.45625,Julia,Kt,N2Tiled,3.0
events-ee-Z.hepmc3.gz,43.05,16,8.59708,Julia,AntiKt,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,18.965,Julia,AntiKt,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,28.0625,Julia,AntiKt,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,56.34125,Julia,AntiKt,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,83.94041000000001,Julia,AntiKt,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,126.45291999999999,Julia,AntiKt,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,126.56666000000001,Julia,AntiKt,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,195.055,Julia,AntiKt,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,331.83207999999996,Julia,AntiKt,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,490.34333,Julia,AntiKt,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,721.68792,Julia,AntiKt,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,885.56958,Julia,AntiKt,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1131.72042,Julia,AntiKt,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,17.93,FastJet,AntiKt,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,32.78,FastJet,AntiKt,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,367.34,FastJet,AntiKt,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,967.96,FastJet,AntiKt,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,1705.8,FastJet,AntiKt,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,2094.02,FastJet,AntiKt,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,2088.39,FastJet,AntiKt,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,4592.3,FastJet,AntiKt,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,7483.45,FastJet,AntiKt,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,11341.4,FastJet,AntiKt,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,18340.2,FastJet,AntiKt,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,18484.8,FastJet,AntiKt,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,25451.1,FastJet,AntiKt,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,20.22,FastJet,AntiKt,N2Tiled,1.5
events-ee-H.hepmc3.gz,64.97,16,32.66,FastJet,AntiKt,N2Tiled,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,61.26,FastJet,AntiKt,N2Tiled,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,96.18,FastJet,AntiKt,N2Tiled,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,121.4,FastJet,AntiKt,N2Tiled,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,154.46,FastJet,AntiKt,N2Tiled,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,154.55,FastJet,AntiKt,N2Tiled,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,211.19,FastJet,AntiKt,N2Tiled,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,294.17,FastJet,AntiKt,N2Tiled,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,389.64,FastJet,AntiKt,N2Tiled,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,521.97,FastJet,AntiKt,N2Tiled,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,587.63,FastJet,AntiKt,N2Tiled,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,708.28,FastJet,AntiKt,N2Tiled,1.5
events-ee-Z.hepmc3.gz,43.05,16,16.14,FastJet,CA,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,31.29,FastJet,CA,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,350.54,FastJet,CA,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,953.77,FastJet,CA,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,1651.18,FastJet,CA,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,2009.59,FastJet,CA,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,2006.66,FastJet,CA,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,4448.4,FastJet,CA,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,7412.04,FastJet,CA,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,11498.4,FastJet,CA,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,18668.1,FastJet,CA,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,18800.2,FastJet,CA,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,25753.8,FastJet,CA,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,11.27875,Julia,CA,N2Plain,1.0
events-ee-H.hepmc3.gz,64.97,16,21.77917,Julia,CA,N2Plain,1.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,54.66,Julia,CA,N2Plain,1.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,108.11583,Julia,CA,N2Plain,1.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,157.2125,Julia,CA,N2Plain,1.0
events-pp-1TeV.hepmc3.gz,226.98,16,212.96334,Julia,CA,N2Plain,1.0
events-pp-2TeV.hepmc3.gz,226.98,16,214.32042,Julia,CA,N2Plain,1.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,349.13208,Julia,CA,N2Plain,1.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,538.7658299999999,Julia,CA,N2Plain,1.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,764.45625,Julia,CA,N2Plain,1.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1100.16,Julia,CA,N2Plain,1.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1276.845,Julia,CA,N2Plain,1.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1623.565,Julia,CA,N2Plain,1.0
events-ee-Z.hepmc3.gz,43.05,16,14.18,FastJet,AntiKt,N2Plain,3.0
events-ee-H.hepmc3.gz,64.97,16,24.5,FastJet,AntiKt,N2Plain,3.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,53.24,FastJet,AntiKt,N2Plain,3.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,93.17,FastJet,AntiKt,N2Plain,3.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,127.93,FastJet,AntiKt,N2Plain,3.0
events-pp-1TeV.hepmc3.gz,226.98,16,167.12,FastJet,AntiKt,N2Plain,3.0
events-pp-2TeV.hepmc3.gz,226.98,16,167.08,FastJet,AntiKt,N2Plain,3.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,253.48,FastJet,AntiKt,N2Plain,3.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,381.89,FastJet,AntiKt,N2Plain,3.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,537.22,FastJet,AntiKt,N2Plain,3.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,766.43,FastJet,AntiKt,N2Plain,3.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,865.17,FastJet,AntiKt,N2Plain,3.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1087.75,FastJet,AntiKt,N2Plain,3.0
events-ee-Z.hepmc3.gz,43.05,16,14.15,FastJet,Kt,N2Plain,2.0
events-ee-H.hepmc3.gz,64.97,16,24.99,FastJet,Kt,N2Plain,2.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,56.25,FastJet,Kt,N2Plain,2.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,99.74,FastJet,Kt,N2Plain,2.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,137.86,FastJet,Kt,N2Plain,2.0
events-pp-1TeV.hepmc3.gz,226.98,16,181.99,FastJet,Kt,N2Plain,2.0
events-pp-2TeV.hepmc3.gz,226.98,16,182.04,FastJet,Kt,N2Plain,2.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,278.5,FastJet,Kt,N2Plain,2.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,421.06,FastJet,Kt,N2Plain,2.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,593.78,FastJet,Kt,N2Plain,2.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,848.04,FastJet,Kt,N2Plain,2.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,959.5,FastJet,Kt,N2Plain,2.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1209.89,FastJet,Kt,N2Plain,2.0
events-ee-Z.hepmc3.gz,43.05,16,11.818330000000001,Julia,CA,N2Plain,3.0
events-ee-H.hepmc3.gz,64.97,16,22.3875,Julia,CA,N2Plain,3.0
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,56.870830000000005,Julia,CA,N2Plain,3.0
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,108.58291000000001,Julia,CA,N2Plain,3.0
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,158.1525,Julia,CA,N2Plain,3.0
events-pp-1TeV.hepmc3.gz,226.98,16,213.385,Julia,CA,N2Plain,3.0
events-pp-2TeV.hepmc3.gz,226.98,16,212.72332999999998,Julia,CA,N2Plain,3.0
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,339.29125,Julia,CA,N2Plain,3.0
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,528.1275,Julia,CA,N2Plain,3.0
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,761.56875,Julia,CA,N2Plain,3.0
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1091.87292,Julia,CA,N2Plain,3.0
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1262.04,Julia,CA,N2Plain,3.0
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1608.78125,Julia,CA,N2Plain,3.0
events-ee-Z.hepmc3.gz,43.05,16,8.60083,Julia,CA,N2Plain,0.2
events-ee-H.hepmc3.gz,64.97,16,18.36083,Julia,CA,N2Plain,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,28.46583,Julia,CA,N2Plain,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,58.049580000000006,Julia,CA,N2Plain,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,88.63875,Julia,CA,N2Plain,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,132.63625,Julia,CA,N2Plain,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,133.17042,Julia,CA,N2Plain,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,209.90875,Julia,CA,N2Plain,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,357.59292,Julia,CA,N2Plain,0.2
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,530.35833,Julia,CA,N2Plain,0.2
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,797.39708,Julia,CA,N2Plain,0.2
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,964.33375,Julia,CA,N2Plain,0.2
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1227.0495799999999,Julia,CA,N2Plain,0.2
events-ee-Z.hepmc3.gz,43.05,16,11.86459,Julia,Kt,N2Plain,1.5
events-ee-H.hepmc3.gz,64.97,16,21.60791,Julia,Kt,N2Plain,1.5
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,56.52667,Julia,Kt,N2Plain,1.5
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,109.02167,Julia,Kt,N2Plain,1.5
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,158.05,Julia,Kt,N2Plain,1.5
events-pp-1TeV.hepmc3.gz,226.98,16,211.42084,Julia,Kt,N2Plain,1.5
events-pp-2TeV.hepmc3.gz,226.98,16,211.585,Julia,Kt,N2Plain,1.5
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,337.30042000000003,Julia,Kt,N2Plain,1.5
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,523.72875,Julia,Kt,N2Plain,1.5
events-pp-13TeV-20GeV.hepmc3.gz,431.18,16,755.53084,Julia,Kt,N2Plain,1.5
events-pp-20TeV-20GeV.hepmc3.gz,524.59,16,1099.62875,Julia,Kt,N2Plain,1.5
events-pp-20TeV-50GeV.hepmc3.gz,553.64,16,1251.11917,Julia,Kt,N2Plain,1.5
events-pp-30TeV-50GeV.hepmc3.gz,632.29,16,1586.825,Julia,Kt,N2Plain,1.5
events-ee-Z.hepmc3.gz,43.05,16,16.17,FastJet,Kt,N2Tiled,0.2
events-ee-H.hepmc3.gz,64.97,16,25.94,FastJet,Kt,N2Tiled,0.2
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,16,37.66,FastJet,Kt,N2Tiled,0.2
events-pp-1TeV-5GeV.hepmc3.gz,160.36,16,55.14,FastJet,Kt,N2Tiled,0.2
events-pp-2TeV-5Gev.hepmc3.gz,188.21,16,69.37,FastJet,Kt,N2Tiled,0.2
events-pp-1TeV.hepmc3.gz,226.98,16,87.9,FastJet,Kt,N2Tiled,0.2
events-pp-2TeV.hepmc3.gz,226.98,16,87.96,FastJet,Kt,N2Tiled,0.2
events-pp-5TeV-10GeV.hepmc3.gz,284.15,16,118.41,FastJet,Kt,N2Tiled,0.2
events-pp-8TeV-20GeV.hepmc3.gz,354.18,16,167.89,FastJet,Kt,N2Tiled,0.2
